Time (h),miR-200,ZEB mRNA ,miR-34,SNAIL mRNA,Signal driving SNAIL
7.333333333,35546.08769,18.33716501,21936.49672,197.2558545,4888.888889
7.375,35524.01872,18.37473745,21927.71954,197.6233766,4916.666667
7.416666667,35501.96674,18.41228936,21918.98279,197.9902172,4944.444444
7.458333333,35479.93175,18.44982076,21910.28648,198.3563765,4972.222222
7.5,35457.91375,18.48733165,21901.6306,198.7218542,5000
7.541666667,35435.91274,18.52482202,21893.01515,199.0866506,5027.777778
7.583333333,35413.92872,18.56229187,21884.44014,199.4507655,5055.555556
7.625,35391.96169,18.59974121,21875.90556,199.814199,5083.333333
7.666666667,35370.01165,18.63717004,21867.41141,200.176951,5111.111111
7.708333333,35348.07859,18.67457835,21858.95769,200.5390216,5138.888889
7.75,35326.16253,18.71196614,21850.54441,200.9004108,5166.666667
7.791666667,35304.26345,18.74933342,21842.17156,201.2611185,5194.444444
7.833333333,35282.38137,18.78668019,21833.83915,201.6211448,5222.222222
7.875,35260.51627,18.82400644,21825.54717,201.9804896,5250
7.916666667,35238.67637,18.86130362,21817.22048,202.3394931,5277.777778
7.958333333,35216.87262,18.89856032,21808.75891,202.6986083,5305.555556
8,35195.08744,18.93579486,21800.32331,203.0571076,5333.333333
8.041666667,35173.32083,18.97300723,21791.91368,203.4149909,5361.111111
8.083333333,35151.57278,19.01019745,21783.53,203.7722583,5388.888889
8.125,35129.84331,19.0473655,21775.1723,204.1289097,5416.666667
8.166666667,35108.13241,19.08451139,21766.84055,204.4849451,5444.444444
8.208333333,35086.44008,19.12163511,21758.53477,204.8403646,5472.222222
8.25,35064.76632,19.15873667,21750.25495,205.1951681,5500
8.291666667,35043.11113,19.19581607,21742.0011,205.5493556,5527.777778
8.333333333,35021.47451,19.23287331,21733.77321,205.9029272,5555.555556
8.375,34999.85646,19.26990838,21725.57128,206.2558829,5583.333333
8.416666667,34978.25698,19.3069213,21717.39532,206.6082225,5611.111111
8.458333333,34956.67608,19.34391205,21709.24532,206.9599462,5638.888889
8.5,34935.11374,19.38088063,21701.12129,207.3110539,5666.666667
8.541666667,34913.56997,19.41782706,21693.02322,207.6615457,5694.444444
8.583333333,34892.04477,19.45475132,21684.95111,208.0114215,5722.222222
8.625,34870.53815,19.49165341,21676.90497,208.3606814,5750
8.666666667,34849.05009,19.52853335,21668.88479,208.7093253,5777.777778
8.708333333,34827.5806,19.56539112,21660.89057,209.0573532,5805.555556
8.75,34806.12969,19.60222673,21652.92232,209.4047651,5833.333333
8.791666667,34784.69734,19.63904018,21644.98003,209.7515611,5861.111111
8.833333333,34763.28356,19.67583146,21637.06371,210.0977412,5888.888889
8.875,34741.88836,19.71260059,21629.17335,210.4433052,5916.666667
8.916666667,34720.51172,19.74934755,21621.30895,210.7882533,5944.444444
8.958333333,34699.15366,19.78607234,21613.47052,211.1325855,5972.222222
9,34677.81416,19.82277498,21605.65805,211.4763017,6000
9.041666667,34656.49324,19.85945545,21597.87155,211.8194019,6027.777778
9.083333333,34635.19089,19.89611376,21590.11101,212.1618861,6055.555556
9.125,34613.9071,19.9327499,21582.37643,212.5037544,6083.333333
9.166666667,34592.64189,19.96936388,21574.66782,212.8450068,6111.111111
9.208333333,34571.39525,20.0059557,21566.98517,213.1856431,6138.888889
9.25,34550.16717,20.04252536,21559.32848,213.5256635,6166.666667
9.291666667,34528.96652,20.07905594,21551.65758,213.8653766,6194.444444
9.333333333,34507.80454,20.11552594,21543.92141,214.2051744,6222.222222
9.375,34486.66281,20.15197058,21536.20362,214.5444146,6250
9.416666667,34465.54131,20.18838986,21528.50419,214.8830971,6277.777778
9.458333333,34444.44006,20.22478379,21520.82315,215.2212219,6305.555556
9.5,34423.35905,20.26115235,21513.16047,215.5587891,6333.333333
9.541666667,34402.29828,20.29749556,21505.51618,215.8957986,6361.111111
9.583333333,34381.25775,20.33381341,21497.89025,216.2322504,6388.888889
9.625,34360.23747,20.3701059,21490.2827,216.5681446,6416.666667
9.666666667,34339.23743,20.40637304,21482.69353,216.9034811,6444.444444
9.708333333,34318.25763,20.44261481,21475.12273,217.2382599,6472.222222
9.75,34297.29807,20.47883123,21467.5703,217.5724811,6500
9.791666667,34276.35876,20.51502229,21460.03625,217.9061445,6527.777778
9.833333333,34255.43969,20.55118799,21452.52057,218.2392504,6555.555556
9.875,34234.54086,20.58732833,21445.02326,218.5717985,6583.333333
9.916666667,34213.66227,20.62344331,21437.54433,218.903789,6611.111111
9.958333333,34192.80393,20.65953293,21430.08378,219.2352218,6638.888889
10,34171.96582,20.6955972,21422.6416,219.5660969,6666.666667
10.04166667,34151.14797,20.73163611,21415.21779,219.8964144,6694.444444
10.08333333,34130.35035,20.76764966,21407.81236,220.2261742,6722.222222
10.125,34109.57297,20.80363785,21400.4253,220.5553764,6750
10.16666667,34088.81584,20.83960068,21393.05661,220.8840208,6777.777778
10.20833333,34068.07895,20.87553816,21385.7063,221.2121076,6805.555556
10.25,34047.3623,20.91145027,21378.37437,221.5396368,6833.333333
10.29166667,34026.6659,20.94733703,21371.0608,221.8666082,6861.111111
10.33333333,34005.98973,20.98319843,21363.76562,222.193022,6888.888889
10.375,33985.33381,21.01903447,21356.4888,222.5188782,6916.666667
10.41666667,33964.69814,21.05484515,21349.23037,222.8441766,6944.444444
10.45833333,33944.0827,21.09063048,21341.9903,223.1689174,6972.222222
10.5,33923.48751,21.12639045,21334.76861,223.4931005,7000
10.54166667,33902.91256,21.16212505,21327.5653,223.816726,7027.777778
10.58333333,33882.35785,21.1978343,21320.38035,224.1397938,7055.555556
10.625,33861.82338,21.23351819,21313.21379,224.4623039,7083.333333
10.66666667,33841.31584,21.26917062,21306.04883,224.7845211,7111.111111
10.70833333,33820.84331,21.30478419,21298.86519,225.106766,7138.888889
10.75,33800.39226,21.34037127,21291.69682,225.4285023,7166.666667
10.79166667,33779.96269,21.37593186,21284.54372,225.7497299,7194.444444
10.83333333,33759.5546,21.41146596,21277.40588,226.070449,7222.222222
10.875,33739.16799,21.44697357,21270.28331,226.3906595,7250
10.91666667,33718.80287,21.48245469,21263.17601,226.7103614,7277.777778
10.95833333,33698.45922,21.51790932,21256.08398,227.0295547,7305.555556
11,33678.13706,21.55333746,21249.00721,227.3482394,7333.333333
11.04166667,33657.83637,21.58873911,21241.94571,227.6664155,7361.111111
11.08333333,33637.55717,21.62411427,21234.89948,227.9840831,7388.888889
11.125,33617.29944,21.65946294,21227.86851,228.301242,7416.666667
11.16666667,33597.0632,21.69478512,21220.85281,228.6178924,7444.444444
11.20833333,33576.84844,21.73008081,21213.85238,228.9340341,7472.222222
11.25,33556.65516,21.76535001,21206.86722,229.2496673,7500
11.29166667,33536.48336,21.80059272,21199.89732,229.5647919,7527.777778
11.33333333,33516.33304,21.83580894,21192.94269,229.8794079,7555.555556
11.375,33496.2042,21.87099866,21186.00333,230.1935153,7583.333333
11.41666667,33476.09685,21.9061619,21179.07923,230.5071141,7611.111111
11.45833333,33456.01097,21.94129865,21172.1704,230.8202043,7638.888889
11.5,33435.94658,21.97640891,21165.27684,231.132786,7666.666667
11.54166667,33415.90366,22.01149268,21158.39855,231.444859,7694.444444
11.58333333,33395.88223,22.04654996,21151.53552,231.7564234,7722.222222
11.625,33375.88227,22.08158074,21144.68776,232.0674793,7750
11.66666667,33355.9038,22.11658504,21137.85527,232.3780266,7777.777778
11.70833333,33335.94681,22.15156285,21131.03804,232.6880652,7805.555556
11.75,33316.0113,22.18651417,21124.23608,232.9975953,7833.333333
11.79166667,33296.09727,22.22143899,21117.44939,233.3066168,7861.111111
11.83333333,33276.20472,22.25633733,21110.67797,233.6151297,7888.888889
11.875,33256.33365,22.29120918,21103.92181,233.923134,7916.666667
11.91666667,33236.48406,22.32605453,21097.18092,234.2306298,7944.444444
11.95833333,33216.65596,22.3608734,21090.4553,234.5376169,7972.222222
12,33196.84933,22.39566578,21083.74494,234.8440954,8000
12.04166667,33177.07277,22.43042393,21077.02783,235.1506494,8027.777778
12.08333333,33157.33555,22.46513949,21070.28015,235.4579096,8055.555556
12.125,33137.62044,22.499828,21063.54612,235.7647042,8083.333333
12.16666667,33117.92744,22.53448944,21056.82574,236.0710333,8111.111111
12.20833333,33098.25656,22.56912383,21050.11899,236.3768969,8138.888889
12.25,33078.60779,22.60373115,21043.42589,236.682295,8166.666667
12.29166667,33058.98114,22.63831141,21036.74643,236.9872276,8194.444444
12.33333333,33039.3766,22.67286462,21030.08061,237.2916947,8222.222222
12.375,33019.79417,22.70739076,21023.42844,237.5956962,8250
12.41666667,33000.23386,22.74188984,21016.7899,237.8992323,8277.777778
12.45833333,32980.69567,22.77636186,21010.16501,238.2023028,8305.555556
12.5,32961.17958,22.81080682,21003.55376,238.5049078,8333.333333
12.54166667,32941.68561,22.84522471,20996.95616,238.8070473,8361.111111
12.58333333,32922.21376,22.87961555,20990.37219,239.1087212,8388.888889
12.625,32902.76401,22.91397933,20983.80187,239.4099297,8416.666667
12.66666667,32883.33639,22.94831604,20977.24519,239.7106726,8444.444444
12.70833333,32863.93087,22.9826257,20970.70216,240.0109501,8472.222222
12.75,32844.54747,23.01690829,20964.17276,240.310762,8500
12.79166667,32825.18619,23.05116383,20957.65701,240.6101084,8527.777778
12.83333333,32805.84702,23.0853923,20951.1549,240.9089892,8555.555556
12.875,32786.52996,23.11959371,20944.66644,241.2074046,8583.333333
12.91666667,32767.23501,23.15376806,20938.19161,241.5053544,8611.111111
12.95833333,32747.96218,23.18791535,20931.73043,241.8028388,8638.888889
13,32728.71147,23.22203558,20925.28289,242.0998576,8666.666667
13.04166667,32709.48287,23.25612875,20918.84899,242.3964109,8694.444444
13.08333333,32690.27638,23.29019486,20912.42874,242.6924986,8722.222222
13.125,32671.092,23.3242339,20906.02212,242.9881209,8750
13.16666667,32651.92974,23.35824589,20899.62915,243.2832777,8777.777778
13.20833333,32632.7896,23.39223082,20893.24983,243.5779689,8805.555556
13.25,32613.67157,23.42618868,20886.88414,243.8721946,8833.333333
13.29166667,32594.57565,23.46011949,20880.5321,244.1659548,8861.111111
13.33333333,32575.50184,23.49402323,20874.1937,244.4592495,8888.888889
13.375,32556.45015,23.52789991,20867.86894,244.7520787,8916.666667
13.41666667,32537.42058,23.56174953,20861.55782,245.0444423,8944.444444
13.45833333,32518.41311,23.59557209,20855.26035,245.3363404,8972.222222
13.5,32499.42777,23.62936759,20848.97651,245.6277731,9000
13.54166667,32480.46453,23.66313603,20842.70633,245.9187402,9027.777778
13.58333333,32461.52341,23.69687741,20836.44978,246.2092418,9055.555556
13.625,32442.6044,23.73059173,20830.20687,246.4992778,9083.333333
13.66666667,32423.70751,23.76427899,20823.97761,246.7888484,9111.111111
13.70833333,32404.83273,23.79793918,20817.76199,247.0779534,9138.888889
13.75,32385.98007,23.83157232,20811.56002,247.366593,9166.666667
13.79166667,32367.14952,23.86517839,20805.37168,247.654767,9194.444444
13.83333333,32348.34108,23.89875741,20799.19699,247.9424755,9222.222222
13.875,32329.55476,23.93230936,20793.03594,248.2297184,9250
13.91666667,32310.79055,23.96583425,20786.88853,248.5164959,9277.777778
13.95833333,32292.04846,23.99933209,20780.75476,248.8028078,9305.555556
14,32273.32847,24.03280286,20774.63464,249.0886543,9333.333333
14.04166667,32254.63061,24.06624657,20768.52816,249.3740352,9361.111111
14.08333333,32235.95486,24.09966322,20762.43532,249.6589506,9388.888889
14.125,32217.30122,24.13305281,20756.35613,249.9434005,9416.666667
14.16666667,32198.66969,24.16641533,20750.29057,250.2273848,9444.444444
14.20833333,32180.06028,24.1997508,20744.23866,250.5109037,9472.222222
14.25,32161.47298,24.23305921,20738.20039,250.793957,9500
14.29166667,32142.9078,24.26634055,20732.17577,251.0765448,9527.777778
14.33333333,32124.36473,24.29959484,20726.16478,251.3586671,9555.555556
14.375,32105.84378,24.33282206,20720.16744,251.6403239,9583.333333
14.41666667,32087.34494,24.36602222,20714.18374,251.9215152,9611.111111
14.45833333,32068.86821,24.39919533,20708.21368,252.202241,9638.888889
14.5,32050.4136,24.43234137,20702.25727,252.4825012,9666.666667
14.54166667,32031.9811,24.46546035,20696.3145,252.7622959,9694.444444
14.58333333,32013.57071,24.49855227,20690.38537,253.0416251,9722.222222
14.625,31995.18244,24.53161713,20684.46988,253.3204888,9750
14.66666667,31976.81628,24.56465493,20678.56803,253.598887,9777.777778
14.70833333,31958.47224,24.59766566,20672.67983,253.8768197,9805.555556
14.75,31940.15031,24.63064934,20666.80527,254.1542868,9833.333333
14.79166667,31921.8505,24.66360596,20660.94435,254.4312884,9861.111111
14.83333333,31903.57279,24.69653551,20655.09708,254.7078245,9888.888889
14.875,31885.31721,24.72943801,20649.26344,254.9838951,9916.666667
14.91666667,31867.08373,24.76231344,20643.44345,255.2595002,9944.444444
14.95833333,31848.87237,24.79516182,20637.6371,255.5346398,9972.222222
15,31830.68313,24.82798313,20631.8444,255.8093138,10000
15.04166667,31812.516,24.86077738,20626.06533,256.0835224,10027.77778
15.08333333,31794.37098,24.89354457,20620.29991,256.3572654,10055.55556
15.125,31776.24808,24.9262847,20614.54813,256.6305429,10083.33333
15.16666667,31758.14729,24.95899777,20608.81,256.9033549,10111.11111
15.20833333,31740.06861,24.99168378,20603.0855,257.1757013,10138.88889
15.25,31722.01205,25.02434273,20597.37465,257.4475823,10166.66667
15.29166667,31703.9776,25.05697461,20591.67744,257.7189977,10194.44444
15.33333333,31685.96527,25.08957944,20585.99387,257.9899476,10222.22222
15.375,31667.97505,25.1221572,20580.32395,258.2604321,10250
15.41666667,31650.00694,25.15470791,20574.66766,258.5304509,10277.77778
15.45833333,31632.06324,25.18723531,20568.9738,258.8016091,10305.55556
15.5,31614.14432,25.21974003,20563.2338,259.0741739,10333.33333
15.54166667,31596.24764,25.25221789,20557.50481,259.3463562,10361.11111
15.58333333,31578.37319,25.28466888,20551.7868,259.618156,10388.88889
15.625,31560.52097,25.317093,20546.07979,259.8895732,10416.66667
15.66666667,31542.69098,25.34949026,20540.38377,260.1606079,10444.44444
15.70833333,31524.88323,25.38186065,20534.69875,260.4312601,10472.22222
15.75,31507.09771,25.41420418,20529.02471,260.7015297,10500
15.79166667,31489.33442,25.44652083,20523.36168,260.9714168,10527.77778
15.83333333,31471.59336,25.47881062,20517.70963,261.2409214,10555.55556
15.875,31453.87454,25.51107355,20512.06858,261.5100434,10583.33333
15.91666667,31436.17794,25.54330961,20506.43852,261.778783,10611.11111
15.95833333,31418.50358,25.5755188,20500.81946,262.0471399,10638.88889
16,31400.85146,25.60770112,20495.21138,262.3151144,10666.66667
16.04166667,31383.22156,25.63985658,20489.61431,262.5827063,10694.44444
16.08333333,31365.6139,25.67198517,20484.02822,262.8499156,10722.22222
16.125,31348.02847,25.7040869,20478.45313,263.1167425,10750
16.16666667,31330.46527,25.73616176,20472.88903,263.3831868,10777.77778
16.20833333,31312.9243,25.76820975,20467.33593,263.6492486,10805.55556
16.25,31295.40557,25.80023088,20461.79382,263.9149278,10833.33333
16.29166667,31277.90907,25.83222514,20456.2627,264.1802245,10861.11111
16.33333333,31260.4348,25.86419253,20450.74257,264.4451387,10888.88889
16.375,31242.98277,25.89613306,20445.23344,264.7096703,10916.66667
16.41666667,31225.55296,25.92804672,20439.7353,264.9738195,10944.44444
16.45833333,31208.14539,25.95993351,20434.24816,265.237586,10972.22222
16.5,31190.76005,25.99179344,20428.77201,265.5009701,11000
16.54166667,31173.39694,26.0236265,20423.30685,265.7639716,11027.77778
16.58333333,31156.05607,26.05543269,20417.85268,266.0265906,11055.55556
16.625,31138.73743,26.08721202,20412.40951,266.288827,11083.33333
16.66666667,31121.44102,26.11896448,20406.97733,266.5506809,11111.11111
16.70833333,31104.16684,26.15069008,20401.55615,266.8121523,11138.88889
16.75,31086.9149,26.1823888,20396.14596,267.0732412,11166.66667
16.79166667,31069.68519,26.21406067,20390.74676,267.3339475,11194.44444
16.83333333,31052.47771,26.24570566,20385.35856,267.5942713,11222.22222
16.875,31035.29246,26.27732379,20379.98134,267.8542125,11250
16.91666667,31018.12944,26.30891505,20374.61513,268.1137712,11277.77778
16.95833333,31000.98866,26.34047945,20369.2599,268.3729474,11305.55556
17,30983.87011,26.37201698,20363.91567,268.6317411,11333.33333
17.04166667,30966.77379,26.40352764,20358.58243,268.8901522,11361.11111
17.08333333,30949.69971,26.43501144,20353.26019,269.1481808,11388.88889
17.125,30932.64785,26.46646837,20347.94894,269.4058268,11416.66667
17.16666667,30915.61823,26.49789843,20342.64868,269.6630904,11444.44444
17.20833333,30898.61084,26.52930163,20337.35941,269.9199713,11472.22222
17.25,30881.62569,26.56067796,20332.08114,270.1764698,11500
17.29166667,30864.66276,26.59202742,20326.81386,270.4325857,11527.77778
17.33333333,30847.72207,26.62335002,20321.55758,270.6883191,11555.55556
17.375,30830.80361,26.65464575,20316.31229,270.94367,11583.33333
17.41666667,30813.90739,26.68591461,20311.07799,271.1986383,11611.11111
17.45833333,30797.03339,26.71715661,20305.85469,271.4532241,11638.88889
17.5,30780.18163,26.74837174,20300.64238,271.7074273,11666.66667
17.54166667,30763.3521,26.77956,20295.44106,271.9612481,11694.44444
